corridor,state,slope_angle_deg,elevation_m,geology,rainfall_24h_mm,rainfall_72h_accum_mm,soil_saturation_pct,road_curvature_index,drainage_capacity_score,vegetation_loss_index,historical_landslides,heavy_truck_intensity,disruption_prob,disruption_occurred,hazard_type,clearance_time_hours
NH-6,Meghalaya,39.51,923.6,Sandstone-Siltstone,224.22,511.8,99.0,6.7,8.9,0.248,0,1802,0.99,1,Major Landslide / Rockfall,9.2
NH-10,Sikkim,40.33,1842.6,Fractured Shale,108.14,240.42,43.4,9.2,1.1,0.515,1,295,0.99,1,Major Landslide / Rockfall,10.2
NH-13,Arunachal Pradesh,46.18,1994.6,Gneiss-Schist,7.92,57.93,12.9,6.2,2.9,0.624,2,2576,0.6179,1,Tree Fall & Rock Obstruction,2.4
NH-208,Tripura,19.5,50.0,Sandstone-Siltstone,79.0,235.08,45.5,4.1,3.3,0.155,0,1087,0.7624,0,None,0.0
NH-102,Manipur,24.63,821.2,Fractured Shale,22.15,83.03,41.7,4.2,2.4,0.373,0,1809,0.0837,0,None,0.0
NH-10,Sikkim,47.27,878.1,Sandstone-Siltstone,54.1,153.76,36.5,4.8,4.5,0.234,9,480,0.99,1,Road Subsidence & Edge Collapse,22.7
NH-6,Meghalaya,32.18,1977.5,Alluvial Silt,6.01,34.42,18.2,7.0,1.1,0.288,0,810,0.1118,1,Tree Fall & Rock Obstruction,0.8
NH-13,Arunachal Pradesh,56.91,2436.7,Sandstone-Siltstone,12.15,49.57,9.9,7.0,2.0,0.125,2,1246,0.8019,1,Tree Fall & Rock Obstruction,2.8
NH-29,Nagaland,57.2,1864.6,Fractured Shale,2.53,41.55,17.2,4.6,1.0,0.401,4,1149,0.9456,1,Road Subsidence & Edge Collapse,25.6
NH-208,Tripura,12.41,50.0,Gneiss-Schist,7.36,31.42,18.2,9.2,6.6,0.748,2,604,0.01,0,None,0.0
NH-208,Tripura,21.47,174.3,Fractured Shale,3.45,21.7,24.7,8.6,3.2,0.471,0,1005,0.01,0,None,0.0
NH-102,Manipur,27.28,1106.3,Sandstone-Siltstone,39.59,121.41,40.1,7.5,4.5,0.615,1,526,0.4615,1,Tree Fall & Rock Obstruction,6.0
NH-208,Tripura,24.77,201.2,Gneiss-Schist,131.36,266.51,55.7,5.0,5.8,0.107,1,866,0.9783,1,Tree Fall & Rock Obstruction,1.8
NH-10,Sikkim,36.78,851.9,Alluvial Silt,0.96,14.42,5.0,2.3,4.1,0.414,4,783,0.1852,0,None,0.0
NH-6,Meghalaya,41.12,1722.7,Gneiss-Schist,240.18,535.07,99.0,4.1,1.0,0.306,6,856,0.99,1,Major Landslide / Rockfall,24.8
NH-208,Tripura,12.33,156.5,Sandstone-Siltstone,204.42,436.72,99.0,6.2,6.5,0.241,1,1103,0.99,1,Flash Flood & Highway Waterlogging,8.1
NH-208,Tripura,16.65,50.0,Gneiss-Schist,6.26,30.22,23.5,4.6,4.2,0.546,1,871,0.0139,0,None,0.0
NH-29,Nagaland,35.3,943.4,Alluvial Silt,10.59,45.52,12.0,6.0,9.1,0.282,4,644,0.1475,0,None,0.0
NH-29,Nagaland,47.35,1682.0,Sandstone-Siltstone,8.0,56.76,9.6,5.6,5.0,0.556,3,746,0.6064,1,Tree Fall & Rock Obstruction,1.2
NH-27,Assam,8.0,815.1,Fractured Shale,11.06,63.3,16.3,6.2,5.4,0.242,1,1242,0.01,0,None,0.0
NH-13,Arunachal Pradesh,53.59,1895.4,Alluvial Silt,5.41,31.11,17.5,4.3,3.9,0.465,4,801,0.7455,1,Road Subsidence & Edge Collapse,17.2
NH-10,Sikkim,42.76,1251.1,Fractured Shale,10.72,45.81,35.2,8.8,5.3,0.601,4,1470,0.6608,1,Road Subsidence & Edge Collapse,14.2
NH-208,Tripura,17.26,453.1,Fractured Shale,12.54,62.8,5.0,9.0,7.1,0.285,2,1124,0.01,0,None,0.0
NH-715,Assam,15.96,50.0,Fractured Shale,2.31,38.08,24.6,7.7,8.3,0.119,3,1239,0.01,0,None,0.0
NH-208,Tripura,13.05,50.0,Sandstone-Siltstone,15.53,35.49,11.6,7.7,7.3,0.149,1,407,0.01,0,None,0.0
NH-6,Meghalaya,39.37,1142.0,Gneiss-Schist,22.03,84.43,37.0,9.0,1.0,0.286,5,1144,0.8224,1,Road Subsidence & Edge Collapse,19.0
NH-27,Assam,21.95,375.4,Sandstone-Siltstone,10.51,49.39,26.1,2.7,3.7,0.152,0,823,0.0147,0,None,0.0
NH-13,Arunachal Pradesh,44.94,2597.7,Fractured Shale,28.4,62.63,47.4,1.6,2.7,0.517,5,626,0.9593,1,Road Subsidence & Edge Collapse,8.2
NH-715,Assam,22.62,142.7,Gneiss-Schist,133.0,301.18,69.8,7.5,6.2,0.158,0,1439,0.9835,1,Tree Fall & Rock Obstruction,0.6
NH-27,Assam,21.74,50.0,Gneiss-Schist,1.3,15.63,33.7,9.6,2.8,0.299,0,1477,0.0154,0,None,0.0
NH-102,Manipur,26.69,817.2,Alluvial Silt,18.65,68.27,18.6,5.4,5.1,0.365,2,850,0.1265,0,None,0.0
NH-13,Arunachal Pradesh,40.54,2010.9,Sandstone-Siltstone,22.51,79.02,26.1,6.4,2.7,0.239,9,1337,0.913,1,Road Subsidence & Edge Collapse,16.9
NH-208,Tripura,19.96,50.0,Fractured Shale,7.09,56.08,5.3,5.1,6.6,0.275,1,1175,0.01,0,None,0.0
NH-208,Tripura,14.44,89.4,Sandstone-Siltstone,2.5,42.55,24.1,6.3,6.3,0.364,1,1070,0.01,0,None,0.0
NH-13,Arunachal Pradesh,62.15,2372.4,Fractured Shale,4.86,37.91,19.2,6.9,4.9,0.416,2,1176,0.9035,1,Tree Fall & Rock Obstruction,1.0
NH-208,Tripura,18.23,267.1,Fractured Shale,29.6,58.91,29.6,8.7,6.8,0.427,0,1392,0.01,0,None,0.0
NH-10,Sikkim,39.79,1197.5,Gneiss-Schist,81.24,220.59,52.5,8.7,7.4,0.05,3,500,0.9769,1,Major Landslide / Rockfall,25.9
NH-13,Arunachal Pradesh,42.54,2217.1,Sandstone-Siltstone,7.05,21.27,33.0,6.2,5.1,0.831,4,480,0.5874,0,None,0.0
NH-27,Assam,19.08,55.5,Sandstone-Siltstone,1.81,7.87,13.9,4.6,7.1,0.52,0,1056,0.01,0,None,0.0
NH-13,Arunachal Pradesh,46.29,1810.8,Gneiss-Schist,109.71,355.37,83.5,5.5,8.2,0.062,4,1619,0.99,1,Major Landslide / Rockfall,29.4
NH-715,Assam,15.28,143.0,Sandstone-Siltstone,11.77,33.17,37.2,5.7,6.0,0.182,1,1108,0.01,0,None,0.0
NH-208,Tripura,24.21,50.0,Fractured Shale,187.06,475.79,99.0,8.8,4.6,0.062,0,1409,0.99,1,Tree Fall & Rock Obstruction,3.1
NH-10,Sikkim,41.85,795.8,Fractured Shale,8.39,62.57,30.1,5.8,7.1,0.654,1,850,0.3171,1,Tree Fall & Rock Obstruction,2.7
NH-10,Sikkim,44.7,1311.2,Fractured Shale,5.55,34.95,22.6,7.9,6.4,0.5,3,936,0.3676,0,None,0.0
NH-102,Manipur,31.89,766.5,Limestone Karst,1.67,27.88,24.1,9.4,2.6,0.369,0,690,0.1248,0,None,0.0
NH-27,Assam,16.44,148.3,Gneiss-Schist,4.72,29.84,36.6,6.4,3.7,0.05,1,1703,0.01,0,None,0.0
NH-29,Nagaland,45.84,1754.3,Sandstone-Siltstone,5.08,49.71,24.8,7.1,7.9,0.164,5,1542,0.4471,0,None,0.0
NH-29,Nagaland,40.57,1214.9,Fractured Shale,57.38,180.52,48.6,5.3,5.4,0.149,4,433,0.9855,1,Road Subsidence & Edge Collapse,17.8
NH-13,Arunachal Pradesh,50.41,2227.6,Fractured Shale,7.36,56.31,16.6,7.2,6.0,0.403,2,1116,0.5826,1,Tree Fall & Rock Obstruction,6.3
NH-102,Manipur,29.58,406.9,Alluvial Silt,5.76,36.09,13.6,7.5,4.6,0.168,2,911,0.0693,0,None,0.0
NH-6,Meghalaya,28.4,1859.8,Alluvial Silt,3.17,46.64,29.0,6.8,8.3,0.555,1,427,0.0635,0,None,0.0
NH-13,Arunachal Pradesh,51.67,1792.3,Fractured Shale,65.52,155.6,33.6,3.4,3.1,0.428,4,1781,0.99,1,Major Landslide / Rockfall,16.0
NH-102,Manipur,44.3,795.6,Alluvial Silt,1.23,10.38,20.1,7.7,7.0,0.493,3,516,0.2771,0,None,0.0
NH-27,Assam,8.0,481.5,Sandstone-Siltstone,17.01,85.52,27.4,9.3,7.1,0.125,1,771,0.01,0,None,0.0
NH-27,Assam,8.0,50.0,Fractured Shale,22.39,52.25,17.9,5.9,8.0,0.461,0,1588,0.01,0,None,0.0
NH-27,Assam,8.0,50.0,Fractured Shale,13.67,64.4,18.0,3.0,5.3,0.513,0,1414,0.01,0,None,0.0
NH-27,Assam,16.71,293.9,Gneiss-Schist,18.63,38.33,45.9,8.0,7.1,0.442,0,2027,0.0146,0,None,0.0
NH-27,Assam,14.92,287.2,Sandstone-Siltstone,26.09,87.26,35.9,10.0,6.8,0.543,1,1230,0.0284,0,None,0.0
NH-102,Manipur,30.97,760.0,Alluvial Silt,5.04,24.08,5.6,7.0,4.5,0.775,0,586,0.0788,0,None,0.0
NH-102,Manipur,26.03,792.5,Fractured Shale,128.62,379.47,99.0,1.5,6.4,0.766,0,1201,0.99,1,Mudslide & Debris Flow,14.1
NH-10,Sikkim,45.6,1069.4,Gneiss-Schist,3.74,43.98,24.3,9.4,5.6,0.6,3,571,0.5239,1,Tree Fall & Rock Obstruction,1.8
NH-715,Assam,8.0,50.0,Fractured Shale,93.75,308.03,62.6,4.6,8.3,0.216,0,1610,0.7055,0,None,0.0
NH-29,Nagaland,42.93,932.1,Fractured Shale,101.81,273.65,61.6,6.3,4.8,0.236,2,1164,0.99,1,Major Landslide / Rockfall,14.8
NH-208,Tripura,23.66,65.6,Fractured Shale,2.81,11.31,33.1,8.1,6.8,0.839,0,1093,0.01,0,None,0.0
NH-27,Assam,8.0,615.2,Alluvial Silt,5.07,13.01,10.2,8.4,6.6,0.299,0,1381,0.01,0,None,0.0
NH-6,Meghalaya,28.04,1131.2,Gneiss-Schist,25.89,105.38,29.6,7.1,3.2,0.234,3,1346,0.3394,0,None,0.0
NH-208,Tripura,28.27,50.0,Fractured Shale,39.16,89.51,36.5,7.2,3.8,0.445,1,751,0.289,0,None,0.0
NH-102,Manipur,28.02,594.9,Sandstone-Siltstone,6.13,49.17,21.4,7.0,2.9,0.444,2,1093,0.0846,0,None,0.0
NH-6,Meghalaya,45.38,1583.6,Gneiss-Schist,2.58,31.2,34.3,4.1,5.9,0.337,6,683,0.6085,1,Road Subsidence & Edge Collapse,11.7
NH-6,Meghalaya,37.0,1761.0,Fractured Shale,4.63,44.34,15.2,4.5,7.0,0.652,9,2050,0.5993,0,None,0.0
NH-6,Meghalaya,36.95,1754.1,Alluvial Silt,16.66,73.29,21.2,7.3,6.2,0.685,4,770,0.5033,1,Road Subsidence & Edge Collapse,28.9
NH-10,Sikkim,47.85,825.6,Alluvial Silt,2.18,19.49,14.8,7.6,7.0,0.311,8,1184,0.6124,1,Road Subsidence & Edge Collapse,8.7
NH-102,Manipur,26.25,1099.9,Sandstone-Siltstone,0.52,22.71,16.4,5.3,6.1,0.194,0,1555,0.01,0,None,0.0
NH-6,Meghalaya,38.86,1830.1,Gneiss-Schist,13.63,54.41,28.1,5.4,2.0,0.458,4,1385,0.5985,1,Road Subsidence & Edge Collapse,10.2
NH-27,Assam,9.52,232.9,Gneiss-Schist,6.04,23.16,17.1,5.4,5.4,0.48,1,1179,0.01,0,None,0.0
NH-13,Arunachal Pradesh,41.42,2343.5,Fractured Shale,18.18,64.82,19.3,4.9,6.1,0.301,3,1436,0.3952,1,Tree Fall & Rock Obstruction,0.7
NH-6,Meghalaya,40.19,1258.5,Sandstone-Siltstone,9.25,36.58,26.5,7.4,7.3,0.682,4,1231,0.3907,0,None,0.0
NH-10,Sikkim,43.29,1266.0,Fractured Shale,0.29,22.43,11.1,6.8,6.0,0.33,7,474,0.419,1,Road Subsidence & Edge Collapse,14.7
NH-208,Tripura,16.98,490.9,Alluvial Silt,12.38,66.04,35.2,3.6,7.0,0.548,1,1189,0.0381,0,None,0.0
NH-102,Manipur,24.13,1048.5,Gneiss-Schist,1.69,37.34,5.0,4.9,6.4,0.349,1,1963,0.0132,0,None,0.0
NH-715,Assam,25.34,50.0,Fractured Shale,1.08,25.02,21.9,4.8,5.5,0.47,1,1318,0.01,0,None,0.0
NH-10,Sikkim,50.7,1063.2,Sandstone-Siltstone,105.39,252.42,59.2,5.3,1.0,0.174,5,1579,0.99,1,Major Landslide / Rockfall,31.0
NH-6,Meghalaya,44.27,1762.8,Fractured Shale,4.65,41.65,26.2,4.0,5.7,0.235,5,1427,0.4858,1,Road Subsidence & Edge Collapse,39.6
NH-102,Manipur,30.01,1047.4,Alluvial Silt,2.87,21.11,23.8,5.6,7.0,0.262,0,1694,0.0343,0,None,0.0
NH-13,Arunachal Pradesh,38.76,2235.7,Fractured Shale,87.21,258.67,61.3,2.7,2.3,0.239,4,1305,0.99,1,Major Landslide / Rockfall,14.8
NH-6,Meghalaya,50.69,1233.8,Gneiss-Schist,10.88,46.27,44.1,5.3,2.9,0.554,6,1056,0.9317,1,Road Subsidence & Edge Collapse,10.0
NH-10,Sikkim,44.6,1556.6,Fractured Shale,5.44,16.15,24.3,7.3,6.7,0.054,1,983,0.0756,0,None,0.0
NH-29,Nagaland,37.13,1998.7,Sandstone-Siltstone,75.17,243.2,76.6,6.6,7.3,0.633,2,1798,0.99,1,Major Landslide / Rockfall,26.7
NH-27,Assam,14.71,459.0,Fractured Shale,4.34,44.89,25.9,4.5,1.9,0.072,1,1749,0.01,0,None,0.0
NH-715,Assam,22.59,527.8,Fractured Shale,160.76,406.91,81.3,5.9,4.9,0.199,0,900,0.99,1,Tree Fall & Rock Obstruction,2.3
NH-208,Tripura,17.85,50.0,Gneiss-Schist,6.29,36.64,5.0,6.8,6.5,0.51,0,872,0.01,0,None,0.0
NH-10,Sikkim,53.31,1049.9,Gneiss-Schist,85.75,211.7,56.4,4.2,4.2,0.257,3,1023,0.99,1,Major Landslide / Rockfall,34.6
NH-102,Manipur,39.04,903.1,Limestone Karst,3.61,44.99,29.4,5.5,5.5,0.331,2,1415,0.281,1,Tree Fall & Rock Obstruction,5.6
NH-715,Assam,8.0,106.6,Gneiss-Schist,96.25,329.09,60.9,9.0,1.0,0.251,0,1590,0.9068,1,Tree Fall & Rock Obstruction,2.1
NH-715,Assam,10.62,524.3,Sandstone-Siltstone,74.44,245.87,59.1,7.4,7.3,0.328,3,1425,0.6565,1,Tree Fall & Rock Obstruction,1.5
NH-715,Assam,21.22,444.8,Alluvial Silt,6.39,49.31,9.7,6.5,3.5,0.273,1,771,0.0326,0,None,0.0
NH-6,Meghalaya,20.37,1561.5,Alluvial Silt,41.09,125.55,45.6,6.6,6.1,0.613,0,1023,0.2348,1,Tree Fall & Rock Obstruction,3.0
NH-27,Assam,11.03,50.0,Sandstone-Siltstone,10.5,45.38,29.8,6.0,4.0,0.598,0,522,0.01,0,None,0.0
NH-6,Meghalaya,28.7,893.6,Sandstone-Siltstone,174.25,548.54,94.2,8.0,1.0,0.251,1,1261,0.99,1,Mudslide & Debris Flow,6.1
NH-102,Manipur,28.9,1022.1,Alluvial Silt,106.4,345.17,61.7,3.4,1.2,0.113,0,1053,0.99,1,Tree Fall & Rock Obstruction,8.1
NH-6,Meghalaya,36.06,1664.1,Gneiss-Schist,136.18,453.46,75.1,6.4,4.8,0.95,3,1169,0.99,1,Major Landslide / Rockfall,11.5
NH-29,Nagaland,39.67,1476.1,Gneiss-Schist,1.46,19.7,22.2,4.4,5.4,0.058,2,1077,0.1025,1,Tree Fall & Rock Obstruction,1.0
NH-27,Assam,8.41,654.5,Fractured Shale,211.74,484.38,99.0,3.9,6.1,0.59,1,1823,0.99,1,Flash Flood & Highway Waterlogging,11.9
NH-27,Assam,8.0,50.0,Gneiss-Schist,85.18,239.89,66.3,5.9,4.3,0.44,0,1521,0.6122,1,Tree Fall & Rock Obstruction,0.9
NH-102,Manipur,46.9,587.5,Fractured Shale,1.64,39.64,11.1,4.2,1.1,0.612,5,1269,0.8264,1,Road Subsidence & Edge Collapse,26.4
NH-208,Tripura,30.14,50.0,Fractured Shale,14.99,47.35,18.9,9.2,2.0,0.247,0,1069,0.0407,0,None,0.0
NH-29,Nagaland,34.45,1289.3,Alluvial Silt,161.19,414.27,80.9,6.3,3.7,0.499,1,1039,0.99,1,Mudslide & Debris Flow,4.1
NH-10,Sikkim,55.28,1357.9,Gneiss-Schist,94.07,261.91,52.4,3.6,4.7,0.218,2,289,0.99,1,Major Landslide / Rockfall,8.9
NH-6,Meghalaya,35.4,1273.5,Sandstone-Siltstone,164.7,331.99,64.6,4.6,6.4,0.313,3,1380,0.99,1,Major Landslide / Rockfall,25.1
NH-13,Arunachal Pradesh,50.84,1735.6,Sandstone-Siltstone,11.27,46.81,10.4,8.1,4.5,0.255,8,1297,0.882,1,Road Subsidence & Edge Collapse,14.9
NH-6,Meghalaya,37.59,1667.5,Fractured Shale,0.48,5.24,19.8,7.3,3.0,0.533,5,1101,0.2507,0,None,0.0
NH-715,Assam,10.71,50.0,Fractured Shale,122.68,277.25,78.9,7.4,2.7,0.372,2,1725,0.9899,1,Flash Flood & Highway Waterlogging,11.4
NH-6,Meghalaya,44.4,1078.6,Fractured Shale,5.09,44.94,31.8,8.9,5.6,0.344,6,771,0.6878,1,Road Subsidence & Edge Collapse,20.4
NH-10,Sikkim,45.82,713.2,Fractured Shale,10.03,49.03,19.6,6.8,5.6,0.8,7,1341,0.9029,1,Road Subsidence & Edge Collapse,12.3
NH-6,Meghalaya,34.9,1462.1,Sandstone-Siltstone,52.71,149.77,40.5,7.8,4.1,0.319,1,1330,0.8112,1,Tree Fall & Rock Obstruction,7.8
NH-29,Nagaland,33.52,1555.8,Alluvial Silt,24.64,94.29,35.7,8.4,3.8,0.483,0,1230,0.3746,1,Tree Fall & Rock Obstruction,0.9
NH-29,Nagaland,36.19,2074.9,Fractured Shale,6.55,48.66,25.2,8.4,4.5,0.599,3,1572,0.261,0,None,0.0
NH-27,Assam,8.0,354.1,Fractured Shale,2.87,42.96,13.6,7.5,8.9,0.437,1,852,0.01,0,None,0.0
NH-102,Manipur,32.08,1382.5,Alluvial Silt,4.55,39.1,26.5,4.7,3.0,0.503,1,1407,0.1559,0,None,0.0
NH-208,Tripura,10.22,206.6,Gneiss-Schist,71.79,207.74,57.1,4.3,1.4,0.437,0,1531,0.5411,0,None,0.0
NH-13,Arunachal Pradesh,48.27,1906.9,Fractured Shale,142.37,381.02,73.3,5.3,4.1,0.375,3,704,0.99,1,Major Landslide / Rockfall,9.4
NH-715,Assam,23.91,133.4,Fractured Shale,107.19,282.07,66.4,5.4,5.7,0.254,1,1177,0.99,1,Tree Fall & Rock Obstruction,6.8
NH-6,Meghalaya,45.8,1577.7,Gneiss-Schist,29.74,96.68,30.0,6.2,3.4,0.275,4,1245,0.8767,1,Road Subsidence & Edge Collapse,25.8
NH-6,Meghalaya,37.79,1611.1,Sandstone-Siltstone,196.14,453.58,99.0,5.4,6.9,0.293,7,1642,0.99,1,Major Landslide / Rockfall,11.7
NH-10,Sikkim,44.43,1058.3,Gneiss-Schist,88.8,246.11,52.2,3.5,1.7,0.454,2,1674,0.99,1,Major Landslide / Rockfall,9.7
NH-102,Manipur,44.22,1096.6,Sandstone-Siltstone,162.0,501.93,99.0,6.4,4.4,0.347,6,719,0.99,1,Major Landslide / Rockfall,22.6
NH-29,Nagaland,45.38,1220.1,Limestone Karst,97.68,269.07,48.9,4.7,4.8,0.888,6,867,0.99,1,Major Landslide / Rockfall,10.4
NH-13,Arunachal Pradesh,47.87,1887.0,Gneiss-Schist,1.43,34.17,39.2,5.3,5.5,0.179,3,379,0.4733,0,None,0.0
NH-27,Assam,8.0,50.0,Fractured Shale,50.9,161.82,35.4,7.9,4.9,0.151,1,1303,0.0331,1,Tree Fall & Rock Obstruction,0.2
NH-29,Nagaland,44.56,1507.4,Fractured Shale,2.08,40.61,27.8,6.7,4.3,0.232,1,1425,0.2263,0,None,0.0
NH-715,Assam,20.39,50.0,Sandstone-Siltstone,15.25,44.71,12.1,4.8,3.0,0.368,0,441,0.0148,0,None,0.0
NH-102,Manipur,27.89,822.6,Fractured Shale,3.66,42.1,14.9,7.1,5.2,0.05,0,1033,0.01,0,None,0.0
NH-715,Assam,16.89,365.9,Fractured Shale,2.05,13.4,8.4,6.0,2.0,0.369,3,644,0.01,0,None,0.0
NH-208,Tripura,15.64,50.0,Fractured Shale,60.99,172.4,40.5,5.0,1.8,0.478,0,1997,0.4028,1,Tree Fall & Rock Obstruction,2.7
NH-27,Assam,10.8,50.0,Sandstone-Siltstone,105.22,271.67,53.8,3.2,2.7,0.403,1,1451,0.9114,1,Flash Flood & Highway Waterlogging,1.2
NH-208,Tripura,8.0,141.5,Gneiss-Schist,24.42,82.69,51.3,6.8,3.5,0.584,0,1562,0.0257,0,None,0.0
NH-10,Sikkim,43.56,1274.1,Fractured Shale,65.91,209.99,62.6,6.1,5.2,0.537,7,1143,0.99,1,Major Landslide / Rockfall,23.3
NH-715,Assam,21.3,50.0,Gneiss-Schist,89.09,223.86,51.9,2.2,8.7,0.608,1,1233,0.8325,1,Tree Fall & Rock Obstruction,3.1
NH-10,Sikkim,40.9,1436.1,Gneiss-Schist,5.82,30.34,30.3,7.3,5.0,0.631,3,966,0.4022,0,None,0.0
NH-6,Meghalaya,38.34,1577.1,Alluvial Silt,10.75,32.94,43.5,5.9,5.3,0.243,4,1118,0.3691,0,None,0.0
NH-208,Tripura,13.09,462.0,Alluvial Silt,198.16,468.09,99.0,7.6,4.2,0.237,2,615,0.99,1,Flash Flood & Highway Waterlogging,14.3
NH-102,Manipur,34.34,925.5,Alluvial Silt,141.52,471.24,99.0,5.6,5.9,0.11,1,1274,0.99,1,Mudslide & Debris Flow,8.3
NH-715,Assam,13.59,50.0,Limestone Karst,88.31,204.76,64.0,7.3,4.1,0.405,0,1105,0.628,0,None,0.0
NH-13,Arunachal Pradesh,43.89,1995.2,Sandstone-Siltstone,75.44,171.86,60.1,5.5,2.8,0.681,3,795,0.99,1,Major Landslide / Rockfall,7.1
NH-27,Assam,20.66,172.1,Sandstone-Siltstone,2.46,28.2,29.9,8.0,3.6,0.451,0,1474,0.0118,0,None,0.0
NH-29,Nagaland,48.04,1386.9,Fractured Shale,14.65,77.82,18.5,5.4,3.9,0.159,7,1105,0.9223,1,Road Subsidence & Edge Collapse,12.5
NH-102,Manipur,28.07,779.2,Sandstone-Siltstone,11.01,56.74,40.4,5.0,7.6,0.713,3,614,0.1415,0,None,0.0
NH-102,Manipur,35.24,815.5,Fractured Shale,2.93,40.0,22.7,7.6,5.4,0.428,0,739,0.0394,0,None,0.0
NH-10,Sikkim,48.49,994.9,Gneiss-Schist,39.92,102.92,36.5,10.0,7.7,0.491,3,2025,0.8975,1,Tree Fall & Rock Obstruction,2.1
NH-208,Tripura,22.17,179.7,Fractured Shale,155.93,505.97,84.3,6.9,4.3,0.247,1,355,0.99,1,Tree Fall & Rock Obstruction,2.3
NH-715,Assam,8.0,50.0,Fractured Shale,13.89,75.99,20.8,6.0,6.0,0.728,0,1412,0.01,0,None,0.0
NH-715,Assam,21.54,185.9,Fractured Shale,4.41,35.07,33.7,7.2,5.5,0.366,1,1974,0.01,0,None,0.0
NH-6,Meghalaya,34.3,1603.0,Alluvial Silt,102.62,288.8,76.3,8.6,2.3,0.204,3,1403,0.99,1,Mudslide & Debris Flow,7.7
NH-6,Meghalaya,35.67,1225.7,Fractured Shale,6.74,35.51,29.4,8.3,6.0,0.204,3,1076,0.0877,0,None,0.0
NH-27,Assam,29.15,656.6,Alluvial Silt,38.79,110.23,20.2,9.6,3.9,0.521,0,320,0.3381,1,Tree Fall & Rock Obstruction,2.4
NH-10,Sikkim,46.96,1205.3,Fractured Shale,9.38,62.54,28.5,8.4,6.1,0.458,2,1031,0.5775,0,None,0.0
NH-102,Manipur,29.49,481.6,Gneiss-Schist,10.71,46.85,22.8,5.6,8.8,0.446,0,1117,0.033,0,None,0.0
NH-715,Assam,8.0,50.0,Fractured Shale,145.73,296.86,75.1,7.8,3.8,0.29,2,1522,0.99,1,Flash Flood & Highway Waterlogging,1.0
NH-13,Arunachal Pradesh,59.03,2218.8,Fractured Shale,70.35,243.9,57.0,3.6,4.2,0.694,1,1022,0.99,1,Major Landslide / Rockfall,17.8
NH-10,Sikkim,36.26,1334.7,Limestone Karst,3.66,25.99,12.0,7.6,6.3,0.275,1,1010,0.1166,0,None,0.0
NH-27,Assam,8.0,50.0,Fractured Shale,5.41,45.51,16.8,3.7,5.8,0.05,0,1701,0.01,0,None,0.0
NH-27,Assam,9.85,50.0,Fractured Shale,97.55,319.83,46.4,9.4,2.7,0.591,0,1141,0.9564,1,Tree Fall & Rock Obstruction,1.7
NH-10,Sikkim,54.21,871.5,Sandstone-Siltstone,3.59,22.17,16.2,2.9,8.5,0.567,4,1308,0.6314,0,None,0.0
NH-27,Assam,17.03,50.0,Gneiss-Schist,9.26,29.22,18.6,2.9,2.3,0.129,0,1636,0.01,0,None,0.0
NH-10,Sikkim,43.97,1032.7,Limestone Karst,2.31,26.36,5.8,5.4,4.9,0.26,6,1518,0.4385,1,Road Subsidence & Edge Collapse,22.7
NH-29,Nagaland,44.0,1159.5,Gneiss-Schist,5.25,15.55,12.7,6.3,7.7,0.305,3,1215,0.186,0,None,0.0
NH-10,Sikkim,41.1,980.2,Sandstone-Siltstone,1.17,35.45,47.8,4.6,4.0,0.52,2,1050,0.4045,0,None,0.0
NH-208,Tripura,18.91,317.8,Sandstone-Siltstone,49.25,140.48,31.8,5.6,7.0,0.283,1,1147,0.1328,0,None,0.0
NH-10,Sikkim,45.48,1694.5,Sandstone-Siltstone,3.66,47.81,33.6,5.3,3.3,0.829,4,1243,0.8045,1,Road Subsidence & Edge Collapse,18.3
NH-27,Assam,18.3,306.6,Gneiss-Schist,10.38,51.07,24.4,4.2,4.7,0.48,1,689,0.0225,0,None,0.0
NH-715,Assam,21.29,486.8,Fractured Shale,20.97,75.12,30.5,6.8,3.5,0.381,0,1068,0.0244,0,None,0.0
NH-208,Tripura,21.21,412.2,Gneiss-Schist,103.17,225.8,64.1,10.0,7.3,0.398,0,861,0.8756,1,Tree Fall & Rock Obstruction,2.8
NH-27,Assam,9.64,329.9,Fractured Shale,4.13,31.69,5.0,5.2,5.9,0.515,0,677,0.01,0,None,0.0
NH-6,Meghalaya,42.82,1298.7,Sandstone-Siltstone,69.56,152.29,47.9,6.0,4.0,0.645,1,1504,0.9797,1,Major Landslide / Rockfall,22.9
NH-6,Meghalaya,37.4,1442.3,Fractured Shale,100.32,272.54,53.3,3.6,4.1,0.146,2,1603,0.99,1,Major Landslide / Rockfall,10.0
NH-715,Assam,8.0,50.0,Fractured Shale,4.05,37.63,28.5,9.0,7.3,0.731,1,1498,0.01,0,None,0.0
NH-715,Assam,12.38,50.0,Gneiss-Schist,43.57,155.97,46.5,4.8,6.8,0.485,1,1600,0.1292,0,None,0.0
NH-208,Tripura,18.55,140.5,Fractured Shale,14.93,50.37,7.1,9.3,2.3,0.119,1,893,0.01,0,None,0.0
NH-29,Nagaland,47.92,1714.1,Fractured Shale,24.34,82.39,45.1,5.1,5.2,0.271,6,1285,0.9607,1,Road Subsidence & Edge Collapse,11.3
NH-715,Assam,13.81,222.0,Fractured Shale,6.04,21.76,26.2,7.0,1.0,0.168,0,1426,0.01,0,None,0.0
NH-6,Meghalaya,30.14,1351.5,Fractured Shale,4.74,23.23,20.5,7.2,7.8,0.252,1,1138,0.01,0,None,0.0
